0.,-0.5773502691896258,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
-0.5773502691896258,0.,0.,0.,0.2581988897471611,0.4472135954999579,0.,0.,0.,0.,0.,0.
0.,0.,0.,-0.4472135954999579,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,-0.4472135954999579,0.,0.,0.,0.,0.,0.11952286093343936,0.4629100498862757,0.,0.
0.,0.2581988897471611,0.,0.,0.,0.,0.,-0.4140393356054125,0.,0.,0.,0.
0.,0.4472135954999579,0.,0.,0.,0.,-0.4629100498862757,-0.11952286093343936,0.,0.,0.,0.
0.,0.,0.,0.,0.,-0.4629100498862757,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,-0.4140393356054125,-0.11952286093343936,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.11952286093343936,0.,0.,0.,0.,0.,0.,0.,-0.3450327796711771
0.,0.,0.,0.4629100498862757,0.,0.,0.,0.,0.,0.,-0.4714045207910317,-0.0890870806374748
0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4714045207910317,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,-0.3450327796711771,-0.0890870806374748,0.,0.
