1.00E-05,0.78658
1.10E-05,0.78658
1.20E-05,0.78658
1.30E-05,0.78658
1.40E-05,0.78658
1.50E-05,0.78658
1.60E-05,0.78658
1.70E-05,0.78658
1.80E-05,0.78658
1.90E-05,0.78658
2.00E-05,0.78658
2.10E-05,0.78658
2.20E-05,0.78658
2.30E-05,0.78658
2.40E-05,0.78658
2.50E-05,0.78658
2.60E-05,0.78658
2.70E-05,0.78658
2.80E-05,0.78658
2.90E-05,0.78659
3.00E-05,0.78659
3.10E-05,0.78659
3.20E-05,0.78659
3.30E-05,0.78659
3.40E-05,0.78659
3.50E-05,0.78659
3.60E-05,0.78659
3.70E-05,0.78659
3.80E-05,0.78659
3.90E-05,0.78659
4.00E-05,0.78659
4.10E-05,0.78659
4.20E-05,0.78659
4.30E-05,0.78659
4.40E-05,0.78659
4.50E-05,0.78659
4.60E-05,0.78659
4.70E-05,0.78659
4.80E-05,0.78659
4.90E-05,0.78659
5.00E-05,0.78659
5.10E-05,0.78659
5.20E-05,0.78659
5.30E-05,0.78659
5.40E-05,0.7866
5.50E-05,0.7866
5.60E-05,0.7866
5.70E-05,0.7866
5.80E-05,0.7866
5.90E-05,0.7866
6.00E-05,0.7866
6.10E-05,0.7866
6.20E-05,0.7866
6.30E-05,0.7866
6.40E-05,0.7866
6.50E-05,0.7866
6.60E-05,0.7866
6.70E-05,0.7866
6.80E-05,0.7866
6.90E-05,0.7866
7.00E-05,0.7866
7.10E-05,0.7866
7.20E-05,0.7866
7.30E-05,0.7866
7.40E-05,0.7866
7.50E-05,0.7866
7.60E-05,0.7866
7.70E-05,0.7866
7.80E-05,0.7866
7.90E-05,0.7866
8.00E-05,0.78661
8.10E-05,0.78661
8.20E-05,0.78661
8.30E-05,0.78661
8.40E-05,0.78661
8.50E-05,0.78661
8.60E-05,0.78661
8.70E-05,0.78661
8.80E-05,0.78661
8.90E-05,0.78661
9.00E-05,0.78661
9.10E-05,0.78661
9.20E-05,0.78661
9.30E-05,0.78661
9.40E-05,0.78661
9.50E-05,0.78661
9.60E-05,0.78661
9.70E-05,0.78661
9.80E-05,0.78661
9.90E-05,0.78661
1.00E-04,0.78661
0.00011,0.78662
0.00012,0.78662
0.00013,0.78662
0.00014,0.78663
0.00015,0.78663
0.00016,0.78664
0.00017,0.78664
0.00018,0.78664
0.00019,0.78665
0.0002,0.78665
0.00021,0.78666
0.00022,0.78666
0.00023,0.78666
0.00024,0.78667
0.00025,0.78667
0.00026,0.78668
0.00027,0.78668
0.00028,0.78668
0.00029,0.78669
0.0003,0.78669
0.00031,0.7867
0.00032,0.7867
0.00033,0.7867
0.00034,0.78671
0.00035,0.78671
0.00036,0.78672
0.00037,0.78672
0.00038,0.78672
0.00039,0.78673
0.0004,0.78673
0.00041,0.78674
0.00042,0.78674
0.00043,0.78674
0.00044,0.78675
0.00045,0.78675
0.00046,0.78676
0.00047,0.78676
0.00048,0.78676
0.00049,0.78677
0.0005,0.78677
0.00051,0.78678
0.00052,0.78678
0.00053,0.78678
0.00054,0.78679
0.00055,0.78679
0.00056,0.7868
0.00057,0.7868
0.00058,0.7868
0.00059,0.78681
0.0006,0.78681
0.00061,0.78682
0.00062,0.78682
0.00063,0.78682
0.00064,0.78683
0.00065,0.78683
0.00066,0.78684
0.00067,0.78684
0.00068,0.78684
0.00069,0.78685
0.0007,0.78685
0.00071,0.78685
0.00072,0.78686
0.00073,0.78686
0.00074,0.78687
0.00075,0.78687
0.00076,0.78687
0.00077,0.78688
0.00078,0.78688
0.00079,0.78689
0.0008,0.78689
0.00081,0.78689
0.00082,0.7869
0.00083,0.7869
0.00084,0.78691
0.00085,0.78691
0.00086,0.78691
0.00087,0.78692
0.00088,0.78692
0.00089,0.78693
0.0009,0.78693
0.00091,0.78693
0.00092,0.78694
0.00093,0.78694
0.00094,0.78695
0.00095,0.78695
0.00096,0.78695
0.00097,0.78696
0.00098,0.78696
0.00099,0.78697
0.001,0.78697
0.0011,0.78701
0.0012,0.78705
0.0013,0.78709
0.0014,0.78713
0.0015,0.78717
0.0016,0.78721
0.0017,0.78725
0.0018,0.78729
0.0019,0.78733
0.002,0.78737
0.0021,0.7874
0.0022,0.78744
0.0023,0.78748
0.0024,0.78752
0.0025,0.78756
0.0026,0.7876
0.0027,0.78764
0.0028,0.78768
0.0029,0.78772
0.003,0.78776
0.0031,0.7878
0.0032,0.78784
0.0033,0.78788
0.0034,0.78792
0.0035,0.78796
0.0036,0.788
0.0037,0.78804
0.0038,0.78807
0.0039,0.78811
0.004,0.78815
0.0041,0.78819
0.0042,0.78823
0.0043,0.78827
0.0044,0.78831
0.0045,0.78835
0.0046,0.78839
0.0047,0.78843
0.0048,0.78847
0.0049,0.78851
0.005,0.78855
0.0051,0.78859
0.0052,0.78863
0.0053,0.78866
0.0054,0.7887
0.0055,0.78874
0.0056,0.78878
0.0057,0.78882
0.0058,0.78886
0.0059,0.7889
0.006,0.78894
0.0061,0.78898
0.0062,0.78902
0.0063,0.78906
0.0064,0.7891
0.0065,0.78914
0.0066,0.78917
0.0067,0.78921
0.0068,0.78925
0.0069,0.78929
0.007,0.78933
0.0071,0.78937
0.0072,0.78941
0.0073,0.78945
0.0074,0.78949
0.0075,0.78953
0.0076,0.78957
0.0077,0.78961
0.0078,0.78965
0.0079,0.78968
0.008,0.78972
0.0081,0.78976
0.0082,0.7898
0.0083,0.78984
0.0084,0.78988
0.0085,0.78992
0.0086,0.78996
0.0087,0.79
0.0088,0.79004
0.0089,0.79008
0.009,0.79012
0.0091,0.79015
0.0092,0.79019
0.0093,0.79023
0.0094,0.79027
0.0095,0.79031
0.0096,0.79035
0.0097,0.79039
0.0098,0.79043
0.0099,0.79047
0.01,0.79051
0.011,0.7909
0.012,0.79129
0.013,0.79168
0.014,0.79207
0.015,0.79246
0.016,0.79285
0.017,0.79323
0.018,0.79362
0.019,0.79401
0.02,0.7944
0.021,0.79478
0.022,0.79517
0.023,0.79556
0.024,0.79594
0.025,0.79633
0.026,0.79671
0.027,0.7971
0.028,0.79748
0.029,0.79786
0.03,0.79825
0.031,0.79863
0.032,0.79901
0.033,0.79939
0.034,0.79977
0.035,0.80016
0.036,0.80054
0.037,0.80092
0.038,0.8013
0.039,0.80168
0.04,0.80206
0.041,0.80243
0.042,0.80281
0.043,0.80319
0.044,0.80357
0.045,0.80394
0.046,0.80432
0.047,0.8047
0.048,0.80507
0.049,0.80545
0.05,0.80582
0.051,0.80619
0.052,0.80657
0.053,0.80694
0.054,0.80731
0.055,0.80769
0.056,0.80806
0.057,0.80843
0.058,0.8088
0.059,0.80917
0.06,0.80955
0.061,0.80992
0.062,0.81028
0.063,0.81065
0.064,0.81102
0.065,0.81139
0.066,0.81176
0.067,0.81213
0.068,0.8125
0.069,0.81286
0.07,0.81323
0.071,0.8136
0.072,0.81396
0.073,0.81433
0.074,0.81469
0.075,0.81506
0.076,0.81542
0.077,0.81578
0.078,0.81615
0.079,0.81651
0.08,0.81687
0.081,0.81723
0.082,0.8176
0.083,0.81796
0.084,0.81832
0.085,0.81868
0.086,0.81904
0.087,0.8194
0.088,0.81976
0.089,0.82012
0.09,0.82048
0.091,0.82084
0.092,0.82119
0.093,0.82155
0.094,0.82191
0.095,0.82226
0.096,0.82262
0.097,0.82298
0.098,0.82333
0.099,0.82369
0.1,0.82404
0.11,0.82756
0.12,0.83104
0.13,0.83448
0.14,0.83788
0.15,0.84124
0.16,0.84457
0.17,0.84786
0.18,0.85111
0.19,0.85433
0.2,0.8575
0.21,0.86064
0.22,0.86374
0.23,0.86681
0.24,0.86983
0.25,0.87282
0.26,0.87577
0.27,0.87868
0.28,0.88156
0.29,0.88439
0.3,0.88718
0.31,0.88993
0.32,0.89263
0.33,0.89528
0.34,0.89788
0.35,0.90043
0.36,0.90293
0.37,0.9054
0.38,0.90783
0.39,0.91023
0.4,0.91258
0.41,0.91489
0.42,0.91713
0.43,0.91929
0.44,0.92135
0.45,0.92327
0.46,0.92508
0.47,0.92679
0.48,0.92843
0.49,0.93002
0.5,0.93157
0.51,0.93308
0.52,0.93456
0.53,0.93598
0.54,0.93733
0.55,0.93859
0.56,0.93975
0.57,0.94082
0.58,0.94182
0.59,0.94277
0.6,0.94368
0.61,0.94457
0.62,0.94545
0.63,0.94632
0.64,0.94718
0.65,0.94804
0.66,0.9489
0.67,0.94975
0.68,0.95059
0.69,0.95142
0.7,0.95224
0.71,0.95305
0.72,0.95385
0.73,0.95464
0.74,0.95544
0.75,0.95623
0.76,0.95702
0.77,0.95781
0.78,0.95859
0.79,0.95938
0.8,0.96017
0.81,0.96096
0.82,0.96176
0.83,0.96256
0.84,0.96337
0.85,0.96419
0.86,0.96501
0.87,0.96583
0.88,0.96666
0.89,0.9675
0.9,0.96835
0.91,0.96921
0.92,0.97007
0.93,0.97094
0.94,0.97182
0.95,0.97271
0.96,0.9736
0.97,0.97449
0.98,0.9754
0.99,0.9763
1,0.9772
1.1,0.98613
1.2,0.99494
1.3,1.0042
1.4,1.0137
1.5,1.0231
1.6,1.0322
1.7,1.0407
1.8,1.0483
1.9,1.0549
2,1.0604
2.1,1.0648
2.2,1.0682
2.3,1.0705
2.4,1.0719
2.5,1.0725
2.6,1.0724
2.7,1.0717
2.8,1.0705
2.9,1.0689
3,1.0671
3.1,1.0649
3.2,1.0627
3.3,1.0603
3.4,1.0579
3.5,1.0555
3.6,1.0532
3.7,1.0509
3.8,1.0486
3.9,1.0465
4,1.0445
4.1,1.0426
4.2,1.0407
4.3,1.039
4.4,1.0374
4.5,1.0358
4.6,1.0343
4.7,1.0328
4.8,1.0314
4.9,1.0299
5,1.0285
5.1,1.027
5.2,1.0255
5.3,1.0239
5.4,1.0222
5.5,1.0205
5.6,1.0186
5.7,1.0166
5.8,1.0145
5.9,1.0122
6,1.0098
6.1,1.0073
6.2,1.0046
6.3,1.0018
6.4,0.99878
6.5,0.99564
6.6,0.99235
6.7,0.98893
6.8,0.98538
6.9,0.9817
7,0.97791
7.1,0.974
7.2,0.97
7.3,0.9659
7.4,0.96173
7.5,0.95748
7.6,0.95317
7.7,0.9488
7.8,0.94439
7.9,0.93994
8,0.93546
8.1,0.93097
8.2,0.92645
8.3,0.92193
8.4,0.91741
8.5,0.9129
8.6,0.90839
8.7,0.90389
8.8,0.89941
8.9,0.89494
9,0.8905
9.1,0.88608
9.2,0.88168
9.3,0.87731
9.4,0.87296
9.5,0.86864
9.6,0.86434
9.7,0.86007
9.8,0.85583
9.9,0.85161
10,0.84741
10.2,0.83875
10.4,0.83034
10.6,0.82216
10.8,0.81421
11,0.80647
11.2,0.79807
11.4,0.78988
11.6,0.7819
11.8,0.77411
12,0.76651
12.2,0.7581
12.4,0.74988
12.6,0.74185
12.8,0.734
13,0.72631
13.2,0.71803
13.4,0.70993
13.6,0.702
13.8,0.69422
14,0.68661
14.2,0.67835
14.4,0.67026
14.6,0.66233
14.8,0.65456
15,0.64693
15.2,0.63876
15.4,0.63074
15.6,0.62288
15.8,0.61516
16,0.6076
16.2,0.5996
16.4,0.59175
16.6,0.58405
16.8,0.57649
17,0.56907
17.2,0.56127
17.4,0.55362
17.6,0.5461
17.8,0.53873
18,0.53149
18.2,0.5239
18.4,0.51645
18.6,0.50914
18.8,0.50196
19,0.49492
19.2,0.48757
19.4,0.48036
19.6,0.47328
19.8,0.46633
20,0.4595
20.2,0.45244
20.4,0.4455
20.6,0.4387
20.8,0.43202
21,0.42546
21.2,0.41872
21.4,0.41211
21.6,0.40563
21.8,0.39926
22,0.39301
22.2,0.38665
22.4,0.3804
22.6,0.37427
22.8,0.36825
23,0.36234
23.2,0.35635
23.4,0.35048
23.6,0.34471
23.8,0.33905
24,0.3335
24.2,0.32788
24.4,0.32237
24.6,0.31696
24.8,0.31165
25,0.30645
25.2,0.30118
25.4,0.29601
25.6,0.29094
25.8,0.28596
26,0.28108
26.2,0.27614
26.4,0.27129
26.6,0.26654
26.8,0.26187
27,0.2573
27.2,0.25266
27.4,0.24811
27.6,0.24365
27.8,0.23928
28,0.23499
28.2,0.23063
28.4,0.22637
28.6,0.22219
28.8,0.21809
29,0.21407
29.2,0.21
29.4,0.20602
29.6,0.20211
29.8,0.19828
30,0.19453
